,precision,recall,f1-score,support
σ¿üτî¢σàêτöƒµ╕àµ┤üσëéΦûäΦì╖500,0.0,0.0,0.0,2.0
σ¿üτî¢σàêτöƒµ╡┤σ«ñµ╕àµ┤üσëé500g,0.0,0.0,0.0,2.0
σ¿üτî¢σàêτöƒσ«╢τö¿σÄ¿µê┐σñÜσèƒΦâ╜µ╕àµ┤üσëéµƒáµ¬¼500g,0.0,0.0,0.0,9.0
σ¿üτî¢σàêτöƒσ«╢τö¿σÄ¿µê┐σñÜσèƒΦâ╜µ╕àµ┤üσëéΦûäΦì╖500g,0.0,0.0,0.0,1.0
σ¿üτî¢σàêτöƒτÄ╗τÆâµ╕àµ┤üσëé500g,0.0,0.0,0.0,2.0
σÄ¿Θéªµ╕öσÑ│ΦÜ¥µ▓╣700G,0.0,0.0,0.0,46.0
σÄ¿Θéªµ╖íτ¢ÉΘà▒µ▓╣410ML,0.0,0.0,0.0,14.0
σÄ¿Θéªµ╡╖Θ▓£Θà▒µ▓╣410ML,0.0,0.0,0.0,13.0
σÄ¿ΘéªΘÖêΘåïτÄï420ML,0.0,0.0,0.0,38.0
σÄ¿ΘéªΘà▒µ▓╣µÖÆσê╢180σñ⌐τë╣τ║ºτöƒµè╜,0.0,0.0,0.0,70.0
σÄ¿ΘéªΘçæσôüτöƒµè╜,0.0,0.0,0.0,47.0
σÄ¿ΘéªΘ╗äΦ▒åΘà▒,0.0,0.0,0.0,46.0
σÄ¿ΘéªΦÆ╕Θ▒╝Φ▒ëµ▓╣,0.0,0.0,0.0,2.0
σÄ¿ΘéªΦÆ╕Θ▒╝Φ▒ëµ▓╣420ML,0.0,0.0,0.0,25.0
σÄ¿ΘéªΦÜ¥µ▓╣,0.0,0.0,0.0,40.0
σÄ¿ΘéªΦæ▒σº£µ▒üµûÖΘàÆ500ML,0.0,0.0,0.0,39.0
σÄ¿ΘéªΦìëΦÅçΦÇüµè╜,0.0,0.0,0.0,37.0
σÄ¿ΘéªσÄƒµÖÆΘ▓£,0.0,0.0,0.0,21.0
σÄ¿Θéªσæ│µ₧üΘ▓£,0.0,0.0,0.0,33.0
σÄ¿Θéªσ╣┤Σ╗╜µûÖΘàÆ500ML,0.0,0.0,0.0,15.0
σÄ¿ΘéªτÖ╜τ▒│Θåï420ML,0.0,0.0,0.0,18.0
σÄ¿Θéªτ║»Θà┐Θà▒µ▓╣,0.0,0.0,0.0,3.0
σÄ¿Θéªτ║»Θà┐Θ╗æτ▒│Θåï,0.0,0.0,0.0,2.0
σÄ¿Θéªτ║»Θà┐σÄƒµ╡åτ▒│Θåï,0.0,0.0,0.0,10.0
σÄ¿Θéªτ║»τ▒│Θåï,0.0,0.0,0.0,12.0
σÄ¿Θéªτ╛Äσæ│Θ▓£,0.0,0.0,0.0,93.0
σÄƒµ£¼µ₧£σ¡Éµ₧£µ▒ü,0.0,0.0,0.0,3.0
σÅ»σÅúσÅ»Σ╣Éµ╖│ΦêìΦî╢µùáτ│û,0.0,0.0,0.0,3.0
σÅ»σÅúσÅ»Σ╣ÉΘªÖΦìëσæ│,0.0,0.0,0.0,2.0
σÅ»σÅúσÅ»Σ╣ÉΘ╗æΘ¡öτê¬,0.0,0.0,0.0,50.0
σÅ»σÅúσÅ»Σ╣ÉσÆûσòí+,0.0,0.0,0.0,9.0
σÅ»σÅúσÅ»Σ╣ÉτÖ╜Θ¡öτê¬,0.0,0.0,0.0,23.0
σÅ»σÅúσÅ»Σ╣Éτ║ñτ╗┤+τô╢Φúà,0.0,0.0,0.0,19.0
σÅ»σÅúσÅ»Σ╣Éτ║ñτ╗┤+τ╜ÉΦúà,0.0,0.0,0.0,13.0
σÅ»σÅúσÅ»Σ╣Éτ╜ÉΦúà,0.0,0.0,0.0,57.0
σÅîµ▓ƒ,0.0,0.0,0.0,2.0
σÅîσû£∩╝êµÿÑσñ⌐1979∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΘçæ01∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΣ║öσÅ╢τÑ₧Θçæσ░è∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΣ╝áσÑç∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΦÄ▓ΘªÖ∩╝ë,0.0,0.0,0.0,8.0
σÅîσû£∩╝êΦè▒µéª∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΦ╜»Φô¥τ║óτÄ½τÄï∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΦ╜»σ¢╜ΘÖà∩╝ë,0.0,0.0,0.0,24.0
σÅîσû£∩╝êΦ╜»τÅìσôüσÑ╜µùÑσ¡É∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΦ╜»τ║óΣ║öσÅ╢τÑ₧∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êΦ╜»τ╗Åσà╕1906∩╝ë,0.0,0.0,0.0,2.0
σÅîσû£∩╝êΦ╜»τ╗Åσà╕∩╝ë,0.0,0.0,0.0,2.0
σÅîσû£∩╝êΦ╜»∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êσ¢╜σû£τ╗åµö»∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êσÆîσû£∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êσÑ╜µùÑσ¡Éµ¼óΣ╣ÉΘóé∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êσñºσ¢╜σû£∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êσû£τÖ╛σ╣┤∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτ¢¢Σ╕û∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτÅìΦùÅ∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτÖ╛σ╣┤τ╗Åσà╕∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼ΘçæΣ║öσÅ╢τÑ₧∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼Σ╕ûτ║¬τ╗Åσà╕∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼Φô¥τ║óτÄ½τÄï∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼τÑÑΣ║æσÑ╜µùÑσ¡É∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼τ║óΣ║öσÅ╢τÑ₧∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼τ║óτÄ½τÄï∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼τ╗Åσà╕1906∩╝ë,0.0,0.0,0.0,2.0
σÅîσû£∩╝êτí¼τ╗Åσà╕∩╝ë,0.0,0.0,0.0,3.0
σÅîσû£∩╝êτí¼τ▓╛σôüσÑ╜µùÑσ¡É∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτí¼∩╝ë,0.0,0.0,0.0,1.0
σÅîσû£∩╝êτ║óΘé«σû£∩╝ë,0.0,0.0,0.0,2.0
σÅîσû£∩╝êτ╗Åσà╕σ╖Ñσ¥è∩╝ë,0.0,0.0,0.0,1.0
σÅñΣ║ò45σ║ªΘÖêΘà┐ΘàÆ450ml,0.0,0.0,0.0,2.0
σÅñΣ║ò50σ║ªτÄëµ╢▓ΘàÆ450ml,0.0,0.0,0.0,2.0
σÅñΣ║òΦ┤íΘàÆG3σ╣┤Σ╗╜σÄƒµ╡å500ml,0.0,0.0,0.0,2.0
σÅñΣ║òΦ┤íΘàÆG9σ╣┤Σ╗╜σÄƒµ╡å500ml,0.0,0.0,0.0,2.0
σÅñΣ║òσ¢ìΘàÆ500ml,0.0,0.0,0.0,3.0
σÅñΣ║òσñºµ¢▓500ml,0.0,0.0,0.0,1.0
σÅñΦ╢èΘ╛Öσ▒▒42σ║ªΘÖêσ╣┤τâºΘàÆ2.5L,0.0,0.0,0.0,2.0
σÅñΦ╢èΘ╛Öσ▒▒µ╕àΘåçΣ╕ëσ╣┤500ml,0.0,0.0,0.0,2.0
σÅñΦ╢èΘ╛Öσ▒▒Σ║öσ╣┤ΘÖêΘàÆ500ml,0.0,0.0,0.0,6.0
σÅñΦ╢èΘ╛Öσ▒▒Σ╕ëσ╣┤ΦÇüΘÖêΘàÆ,0.0,0.0,0.0,1.0
σÅñΦ╢èΘ╛Öσ▒▒τ╗ìσà┤Θ╗äΘàÆΦè▒Θ¢òτ│»τ▒│ΘàÆ,0.0,0.0,0.0,3.0
σÅñσ╖¥,0.0,0.0,0.0,3.0
σÅñτö░∩╝êΘçæΣ╕¡µö»∩╝ë,0.0,0.0,0.0,2.0
σÅñτö░∩╝êτ║óσå¢τü░∩╝ë,0.0,0.0,0.0,5.0
σÅúσ¡Éτ¬û,0.0,0.0,0.0,1.0
σÅ░µ╣╛σòñΘàÆΘçæτëî,0.0,0.0,0.0,3.0
σÆîσà╢µ¡úσçëΦî╢τô╢Φúà,0.0,0.0,0.0,10.0
σÆîσà╢µ¡úσçëΦî╢τ╜ÉΦúà,0.0,0.0,0.0,1.0
σÉ»σê¥Σ╕ôσ┐âσ«¥σ«¥σ╣╝σä┐µ┤ùσÅæµ▓Éµ╡┤Θ£▓580,0.0,0.0,0.0,1.0
σÉ»σê¥Σ╕ôσ┐âσ«¥σ«¥σ╣╝σä┐µ╢ªΦéñΣ╣│260,0.0,0.0,0.0,2.0
σÉ»σê¥σÑ╜σÑçσ«¥σ«¥σ╣╝σä┐µ┤ùσÅæµ▓Éµ╡┤Θ£▓580,0.0,0.0,0.0,1.0
σÉ»σê¥σÑ╜σÑçσ«¥σ«¥σ╣╝σä┐µ╢ªΦéñΣ╣│260,0.0,0.0,0.0,3.0
σÉ»σê¥τë¢σÑ╢Φ░╖ΦâÜµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,1.0
σÉëΘªÖσ▒àΘ¥ÆµñÆτë¢Φéë,0.0,0.0,0.0,2.0
σÉëΘªÖσ▒àΘªÖΦæ▒Φ▒åΦ▒ë,0.0,0.0,0.0,1.0
σÉëΘªÖσ▒àΘªÖΦ╛úΣ╕ëΣ╕¥,0.0,0.0,0.0,1.0
σÉëΘªÖσ▒àΘçÄσ▒▒µñÆτë¢ΦéëΘà▒,0.0,0.0,0.0,2.0
σÉëΘªÖσ▒àΘçÄσ▒▒µñÆτë¢ΦéëσñÜ200G,0.0,0.0,0.0,24.0
σÉëΘªÖσ▒àτê╜Φäåτ¼ïΣ╕ü,0.0,0.0,0.0,2.0
σÉëΘªÖσ▒àτ║óτâºτë¢ΦéëΘà▒,0.0,0.0,0.0,7.0
σÉìΣ╗ü6Σ╕¬µƒáµ¬¼,0.0,0.0,0.0,2.0
σÉìΣ╗üµƒáµ¬¼ΦïÅµëô,0.0,0.0,0.0,4.0
σÉìΣ╗üµ░┤Φ££µíâ,0.0,0.0,0.0,2.0
σÉìΣ╗üΦèªΦìƒΦïÅµëô,0.0,0.0,0.0,2.0
σÉìΣ╗üΦïÅµëôµ░┤ΘÑ«µûÖ,0.0,0.0,0.0,7.0
σÉìΣ╗üτÄ½τæ░ΦïÅµëô,0.0,0.0,0.0,3.0
σÑÑΣ╕üµá╝σòñΘàÆ5.0σ░ÅΘ║ªτÖ╜500τ╜Éσòñ,0.0,0.0,0.0,17.0
σÑÑΣ╕üµá╝σòñΘàÆΘ╗æσòñΘàÆ500τ╜Éσòñ,0.0,0.0,0.0,23.0
σÑÑΣ╕üµá╝σòñΘàÆσñºΘ║ªσòñΘàÆ500τ╜Éσòñ,0.0,0.0,0.0,11.0
σÑÑΣ╕üµá╝σòñΘàÆσ░ÅΘ║ªτÖ╜σòñΘàÆ500τ╜Éσòñ,0.0,0.0,0.0,13.0
σÑÑσªÖµ₧£Φö¼ΘñÉσà╖σçÇµƒáµ¬¼ΘªÖµƒÜΘªÖσ₧ï1kg,0.0,0.0,0.0,6.0
σÑÑσªÖµ₧£Φö¼ΘñÉσà╖σçÇµƒáµ¬¼ΘªÖµƒÜΘªÖσ₧ï500g,0.0,0.0,0.0,1.0
σÑÑσªÖµ₧£Φö¼ΘñÉσà╖σçÇµ╡╖τ¢ÉτÄ½τæ░ΘªÖσ₧ï500g,0.0,0.0,0.0,2.0
σÑÑσªÖµ₧£Φö¼ΘñÉσà╖σçÇτ╗┐Φî╢ΦûäΦì╖ΘªÖσ₧ï1kg,0.0,0.0,0.0,3.0
σÑÑσªÖµ₧£Φö¼ΘñÉσà╖σçÇτ╗┐Φî╢ΦûäΦì╖ΘªÖσ₧ï500g,0.0,0.0,0.0,2.0
σÑÑσªÖΦíúτë⌐µ╢êµ»Æµ╢▓1.8kg,0.0,0.0,0.0,9.0
σÑ│σä┐τ║óτâºΘàÆ50σ║ª3L,0.0,0.0,0.0,2.0
σÑ│σä┐τ║óτ╗ìσà┤Θ╗äΘàÆΦÇüΘàÆ500ml,0.0,0.0,0.0,3.0
σÑ╜ΘñÉσ╛ùΦ╛úµñÆΘà▒,0.0,0.0,0.0,15.0
σÑ╜σñ¬σñ¬µ╕àΘªÖτ▒│Θåï,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êµï¢Φ┤óΦ┐¢σ«¥∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êµï¢Φ┤óτî½1600∩╝ë,0.0,0.0,0.0,2.0
σÑ╜τî½∩╝êΘçæΣ╕¥τî┤∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êΘçæτî┤τÄï∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êΘò┐Σ╣É∩╝ë,0.0,0.0,0.0,7.0
σÑ╜τî½∩╝êΣ╕¡µö»ΘçæΣ╕¥τî┤∩╝ë,0.0,0.0,0.0,4.0
σÑ╜τî½∩╝êσÉëτÑÑ∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êτé½Φô¥∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êτú¿τáéτî┤τÄï∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êτ╗åµö»µï¢Φ┤óτî½∩╝ë,0.0,0.0,0.0,2.0
σÑ╜τî½∩╝êτ╗åµö»Θò┐Σ╣É∩╝ë,0.0,0.0,0.0,1.0
σÑ╜τî½∩╝êτ╗åµö»σñ⌐Φ╡ï∩╝ë,0.0,0.0,0.0,1.0
σà¡µ£êΘªÖΦ▒åτôúΘà▒Σ╗┐σôü,0.0,0.0,0.0,25.0
σà¡µ£êΘ▓£µƒáµ¬¼ΦÆ╕Θ▒╝Θà▒µ▓╣,0.0,0.0,0.0,77.0
σà¡µ£êΘ▓£Θà▒µ▓╣1L,0.0,0.0,0.0,136.0
σà¡µ£êΘ▓£τë╣τ║ºµ╖íτ¢ÉΘà▒µ▓╣375ML,0.0,0.0,0.0,60.0
σà¡µ£êΘ▓£τë╣τ║ºσÄƒµ▒üΘà▒µ▓╣,0.0,0.0,0.0,105.0
σà¡µ£êΘ▓£τ║óτâºΘà▒µ▓╣1L,0.0,0.0,0.0,95.0
σà¡Σ╕¬µá╕µíâ,0.0,0.0,0.0,31.0
σà¡Σ╕¬µá╕µíâµùáτ│û,0.0,0.0,0.0,2.0
σà¡Σ╕¬µá╕µíâσíæσ░üΦúà,0.0,0.0,0.0,4.0
σà¡Σ╕¬µá╕µíâτ╗äσÉêΦúà,0.0,0.0,0.0,3.0
σà¡Σ╕¬µá╕µíâτ╜ÉΦúà,0.0,0.0,0.0,2.0
σà¡τÑ₧µ¡óτùÆΦè▒Θ£▓µ░┤195,0.0,0.0,0.0,8.0
σà¡τÑ₧µ¡óτùÆΦè▒Θ£▓µ░┤∩╝êµ╕àΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,8.0
σà¡τÑ₧µ╕àµÇíσå░τê╜µ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,2.0
σà¡τÑ₧µ╕àµû░µ╗ïµ╢ªµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,11.0
σà¡τÑ₧µ╕àµû░µ▓üτê╜µ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,2.0
σà¡τÑ₧µ╕àΘªÖτê╜Φéñµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,3.0
σà¡τÑ₧µ╕àΘÇÅΦÄ╣µ╢ªµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,3.0
σà¡τÑ₧µ╕àΘÇÅσçëτê╜µ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,1.0
σà¡τÑ₧µ╕àσçëΘªÖτÜé125,0.0,0.0,0.0,1.0
σà¡τÑ₧µ╕àσçëτê╜Φéñµ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,15.0
σà¡τÑ₧µ╕àτê╜ΘªÖτÜé125,0.0,0.0,0.0,1.0
σà¡τÑ₧µ╕àτê╜τÑ¢σæ│Φè▒Θ£▓µ░┤∩╝êµ┐Çµâàµ╡╖µ┤ï∩╝ë180,0.0,0.0,0.0,5.0
σà¡τÑ₧µ╕àτê╜τÑ¢σæ│Φè▒Θ£▓µ░┤∩╝êµ╕àµÇíΘôâσà░∩╝ë180,0.0,0.0,0.0,4.0
σà¡τÑ₧ΘÖñΦÅîΘªÖτÜé,0.0,0.0,0.0,15.0
σà¡τÑ₧Θ⌐▒ΦÜèΦè▒Θ£▓µ░┤95,0.0,0.0,0.0,19.0
σà¡τÑ₧Θ⌐▒ΦÜèΦè▒Θ£▓µ░┤∩╝êΦè▒ΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,12.0
σà¡τÑ₧Θ⌐▒ΦÜèΦè▒Θ£▓µ░┤∩╝êΦûäΦì╖ΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,2.0
σà¡τÑ₧Θ⌐▒ΦÜèΦè▒Θ£▓µ░┤∩╝êσå░ΦÄ▓ΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,8.0
σà¡τÑ₧Θ⌐▒ΦÜèΦè▒Θ£▓µ░┤∩╝êσå░ΦÄ▓ΘªÖσ₧ï∩╝ë195,0.0,0.0,0.0,7.0
σà¡τÑ₧ΦèªΦìƒµ╗ïµ╢ªΘªÖτÜé125g,0.0,0.0,0.0,1.0
σà¡τÑ₧Φè▒Θ£▓µ░┤,0.0,0.0,0.0,29.0
σà¡τÑ₧Φè▒Θ£▓µ░┤∩╝êµ╕àµû░Φè▒µ╝╛∩╝ë180,0.0,0.0,0.0,17.0
σà¡τÑ₧Φë╛σÅ╢µ┤ùµëïµ╢▓,0.0,0.0,0.0,3.0
σà¡τÑ₧Φë╛σÅ╢σüÑΦéñΦè▒Θ£▓µ░┤195,0.0,0.0,0.0,1.0
σà¡τÑ₧σ«¥σ«¥σ╣╝σ½⌐µ▓Éµ╡┤Θ£▓400ml,0.0,0.0,0.0,2.0
σà¡τÑ₧σå░σçëΦ╢àτê╜µ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,16.0
σà¡τÑ₧σçÇτê╜µ┤╗σè¢Φè▒Θ£▓µ░┤180ml,0.0,0.0,0.0,1.0
σà¡τÑ₧σè▓σçëµÅÉτÑ₧Φè▒Θ£▓µ░┤∩╝êµ╕àΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,6.0
σà¡τÑ₧σè▓σçëΘà╖τê╜µ▓Éµ╡┤Θ£▓,0.0,0.0,0.0,5.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓Φë╛σÅ╢µ¡óτùÆ,0.0,0.0,0.0,8.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓Φë╛σÅ╢µ╕àσçë,0.0,0.0,0.0,3.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓Φë╛σÅ╢µ╗ïµ╢ª,0.0,0.0,0.0,7.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓Φë╛σÅ╢τ│╗σêù,0.0,0.0,0.0,2.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓τöÿσÅ╢µ╕àτê╜,0.0,0.0,0.0,6.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓τöÿσÅ╢µ╗ïµ╢ª,0.0,0.0,0.0,3.0
σà¡τÑ₧σüÑΦéñµ▓Éµ╡┤Θ£▓τöÿσÅ╢τÑ¢σæ│,0.0,0.0,0.0,3.0
σà¡τÑ₧σüÑΦéñΦè▒Θ£▓µ░┤∩╝êµ╕àΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,20.0
σà¡τÑ₧τê╜Φ║½τ▓ë,0.0,0.0,0.0,4.0
σà¡τÑ₧τ╗Åσà╕σÄƒΘªÖΦè▒Θ£▓µ░┤∩╝êµ╕àΘªÖσ₧ï∩╝ë180,0.0,0.0,0.0,5.0
σà¡τÑ₧∩╝êσå░Φè¼ΘªÖσ₧ï∩╝ëΦè▒Θ£▓µ░┤195,0.0,0.0,0.0,5.0
σà½σà¼σ▒▒ΘªÖΦ╛úΦàÉΣ╣│,0.0,0.0,0.0,3.0
σà½σà¼σ▒▒ΘªÖΦ╛úτÖ╜ΦàÉΣ╣│,0.0,0.0,0.0,6.0
σà½σà¼σ▒▒ΦàÉΣ╣│∩╝êΦÇüσîàΦúà∩╝ë,0.0,0.0,0.0,3.0
σà½σà¼σ▒▒σÄƒσæ│ΦàÉΣ╣│,0.0,0.0,0.0,11.0
σà½σà¼σ▒▒τ║óµû╣ΦàÉΣ╣│,0.0,0.0,0.0,5.0
σà½σà¼σ▒▒τ║óµ▓╣ΦàÉΣ╣│,0.0,0.0,0.0,13.0
σà½σà¼σ▒▒τ▒│ΘàÆΦ▒åΦàÉΣ╣│,0.0,0.0,0.0,9.0
σàâµ░öµú«µ₧ùµíâΘªÖτçâΦî╢,0.0,0.0,0.0,8.0
σàâµ░öµú«µ₧ùΘ¥Æτô£σæ│ΦïÅµëôµ░öµ│íµ░┤,0.0,0.0,0.0,8.0
σàâµ░öµú«µ₧ùΘåçΘªÖτçâΦî╢,0.0,0.0,0.0,6.0
σàâµ░öµú«µ₧ùσìíµ¢╝µ⌐ÿσæ│ΦïÅµëôµ░öµ│íµ░┤,0.0,0.0,0.0,4.0
σàâµ░öµú«µ₧ùτÖ╜µíâσæ│ΦïÅµëôµ░öµ│íµ░┤,0.0,0.0,0.0,5.0
σàëµÿÄ1911σÄƒΘà¬Θà╕τë¢σÑ╢160g,0.0,0.0,0.0,12.0
σàëµÿÄ7σñ⌐τƒ¡Σ┐¥Θ▓£τë¢σÑ╢,0.0,0.0,0.0,3.0
σàëµÿÄµ⌐Öµ▒ü,0.0,0.0,0.0,9.0
σàëµÿÄΘà╕τë¢σÑ╢ΘÑ«σôü190ml,0.0,0.0,0.0,26.0
σàëµÿÄΘ▓£τë¢σÑ╢,0.0,0.0,0.0,58.0
σàëµÿÄΣ╕ÇσÅ¬µñ░σ¡É,0.0,0.0,0.0,24.0
σàëµÿÄΦÄ½µû»σê⌐σ«ëΘà╕σÑ╢200ml_12∩╝êτ«▒Φúà∩╝ë,0.0,0.0,0.0,2.0
σàëµÿÄΦæíΦÉäµ▒ü,0.0,0.0,0.0,9.0
σàëµÿÄΦèªΦìƒΘúÄσæ│Θà╕σÑ╢,0.0,0.0,0.0,3.0
σàëµÿÄΦù£Θ║ª,0.0,0.0,0.0,34.0
σàëµÿÄσ╖ºσàïσè¬σè¢,0.0,0.0,0.0,21.0
σàëµÿÄτ¢èτöƒΦÅî1.5kg,0.0,0.0,0.0,9.0
σàëµÿÄτ¢èτöƒΦÅîΘúÄσæ│σÅæΘà╡Σ╣│σÄƒσæ│,0.0,0.0,0.0,16.0
σàëµÿÄτ¢èτöƒΦÅîΘúÄσæ│σÅæΘà╡Σ╣│τ║óµ₧ú,0.0,0.0,0.0,5.0
σàëµÿÄτòàΣ╝ÿΘà╕σÑ╢220g,0.0,0.0,0.0,5.0
σàëµÿÄτ║»τë¢σÑ╢250ml,0.0,0.0,0.0,26.0
σà╗Σ╣ÉσñÜ,0.0,0.0,0.0,154.0
σà╗Σ╣ÉσñÜτ╗äσÉêΦúà,0.0,0.0,0.0,33.0
σà╗σæ│τë¢σÑ╢,0.0,0.0,0.0,5.0
σà╗τöƒµ│░,0.0,0.0,0.0,1.0
σà░µ▓╣σñÜµòêΣ┐«µèñτ▓╛τ▓╣Σ╣│µ╕àτê╜σ₧ï50ml,0.0,0.0,0.0,2.0
σà░Φè│σ¢¡Σ╕¥Φó£σÑ╢Φî╢,0.0,0.0,0.0,9.0
σà░σ╖₧∩╝ê16µö»σÉëτÑÑ∩╝ë,0.0,0.0,0.0,2.0
σà░σ╖₧∩╝êµÖ║σ£¿∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êµíÑ∩╝ë,0.0,0.0,0.0,2.0
σà░σ╖₧∩╝êΘÖçΘú₧Σ╣¥σñ⌐∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êΘú₧σñ⌐µóª∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êΘú₧σñ⌐∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êΘ╗æΣ╕¡µö»∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êΦ╜»Θú₧σñ⌐∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êΦ╜»Θ╗ä∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êσÉëτÑÑ16µö»∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼Θ╗ä∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼Φô¥∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼σªéµäÅ∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼σÉëτÑÑ∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼τÅìσôü∩╝ë,0.0,0.0,0.0,2.0
σà░σ╖₧∩╝êτí¼τ║ó∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼τ╗Åσà╕∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτí¼τ▓╛σôü∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτ╗åµö»Θú₧σñ⌐µóª∩╝ë,0.0,0.0,0.0,1.0
σà░σ╖₧∩╝êτ╗åµö»τÅìσôü∩╝ë,0.0,0.0,0.0,5.0
σå£σ«╢µƒ┤τü½Θöàσ╖┤,0.0,0.0,0.0,1.0
σå£σñ½µ₧£σ¢¡ΦÅáΦèÆ,0.0,0.0,0.0,5.0
σå£σñ½µ₧£σ¢¡Φâíµ⌐Ö,0.0,0.0,0.0,8.0
σå£σñ½µ₧£σ¢¡τò¬ΦÄô,0.0,0.0,0.0,4.0
σå£σñ½σ▒▒µ│ë17.5,0.0,0.0,0.0,48.0
σå£σñ½σ▒▒µ│ëNFC,0.0,0.0,0.0,30.0
σå£σñ½σ▒▒µ│ëµëôσÑ╢Φî╢µè╣Φî╢σæ│,0.0,0.0,0.0,1.0
σå£σñ½σ▒▒µ│ëµëôσÑ╢Φî╢τ║óΦî╢σæ│,0.0,0.0,0.0,1.0
σå£σñ½σ▒▒µ│ëµ░┤µƒÜσ¡É,0.0,0.0,0.0,3.0
σå£σñ½σ▒▒µ│ëµ░┤µƒáµ¬¼,0.0,0.0,0.0,2.0
σå£σñ½σ▒▒µ│ëµ░┤ΦæíΦÉä,0.0,0.0,0.0,1.0
